Time	X	dW
94.7	2.8992	-0.36948
94.8	3.08323	0.24848
94.9	3.18401	-0.04264
95	3.15025	0.35538
95.1	3.19102	-0.3016
95.2	3.06237	0.08713
95.3	3.17143	-0.41665
95.4	2.93437	0.32609
95.5	2.85263	-0.18214
95.6	2.94246	-0.45839
95.7	2.5424	0.37655
95.8	2.40949	-0.29262
95.9	2.25833	0.47702
96	2.01763	0.49237
96.1	1.70655	0.44776
96.2	1.25488	0.36208
96.3	0.760396	0.1365
96.4	1.09058	-0.39308
96.5	0.822333	-0.40126
96.6	-0.00188858	0.32454
96.7	-0.392395	-0.13558
96.8	-0.399438	0.4368
96.9	-1.00522	-0.15203
97	-1.20962	0.30884
97.1	-1.67586	-0.05055
97.2	-1.72933	-0.25131
97.3	-2.13838	-0.13844
97.4	-2.28374	0.23662
97.5	-2.08759	-0.47588
97.6	-2.32387	0.49717
97.7	-2.62571	-0.43624
97.8	-2.97146	-0.18067
97.9	-3.12145	-0.08509
98	-3.12775	-0.05066
98.1	-3.07456	0.49404
98.2	-3.14816	-0.24297
98.3	-3.15739	0.17014
98.4	-3.06892	-0.2899
98.5	-2.95539	-0.09316
98.6	-2.77301	0.00349
98.7	-2.68542	0.09515
98.8	-2.62853	-0.38197
98.9	-2.31534	0.13158
99	-2.16656	-0.34142
99.1	-1.78649	-0.18139
99.2	-1.8585	0.34306
99.3	-1.43023	0.24529
99.4	-0.890356	-0.15595
99.5	-0.692653	-0.24962
99.6	-0.379072	0.17067
99.7	-0.204985	0.25553
99.8	0.374831	0.03725
99.9	0.577182	0.17383
100	0.817014	-0.27034
100.1	1.30897	-0.02611
100.2	1.34534	0.27373
100.3	1.33118	-0.45044
100.4	2.07853	0.05763
100.5	2.25997	0.20109
100.6	2.08306	0.45358
100.7	2.70793	-0.08308
100.8	2.75038	0.28246
100.9	2.93426	-0.2053
101	2.99744	0.30727
101.1	2.91786	-0.4786
101.2	3.07402	-0.34807
101.3	3.19064	-0.06017
101.4	3.15868	0.47616
101.5	3.18098	0.45631
101.6	3.04088	0.36686
101.7	2.8808	0.18604
101.8	2.72697	-0.12268
101.9	2.73152	-0.26027
102	2.27903	0.03264
102.1	2.31673	0.39502
102.2	2.2591	-0.35311
102.3	1.6154	-0.06437
102.4	1.69161	-0.31403
102.5	0.973668	0.05219
102.6	1.01625	-0.26644
102.7	0.893825	0.48644
102.8	0.100975	-0.08459
102.9	0.191982	-0.31402
103	-0.594844	0.07286
103.1	-0.863131	0.17197
103.2	-0.359702	-0.45685
103.3	-1.44227	-0.0969
103.4	-1.53047	-0.24356
103.5	-1.86733	-0.21614
103.6	-2.22261	0.0794
103.7	-1.78465	-0.49937
103.8	-2.62708	0.02303
103.9	-2.78856	0.15628
104	-2.89727	-0.14848
104.1	-3.04458	0.13576
104.2	-2.91744	-0.45448
104.3	-3.14665	0.26284
104.4	-3.14126	-0.3549
104.5	-3.18662	-0.45268
104.6	-3.07138	0.015
104.7	-3.03899	0.04447
104.8	-3.10912	0.48323
104.9	-2.78027	-0.11938
105	-2.72368	0.26018
105.1	-2.49592	0.16432
105.2	-2.18333	0.08537
105.3	-2.39013	0.38239
105.4	-2.01481	-0.42085
105.5	-1.58485	-0.30638
105.6	-1.11196	-0.16077
105.7	-0.986613	0.20283
105.8	-0.495944	0.05965
105.9	-0.5182	-0.36842
106	-0.635665	0.44769
106.1	-0.364529	0.46012
106.2	0.781975	0.00489
106.3	0.859488	-0.29196
106.4	1.3551	-0.08979
106.5	1.10453	-0.44648
106.6	1.34789	0.43104
106.7	2.05387	-0.21617
106.8	2.34012	0.13063
106.9	2.59754	0.05998
107	2.71984	-0.06438
107.1	2.86143	0.22733
107.2	2.70157	-0.42259
107.3	3.0892	-0.1441
107.4	3.12712	0.0525
107.5	3.15439	0.41069
107.6	3.14041	-0.14214
107.7	3.19186	0.41034
107.8	3.03981	0.20572
107.9	3.08964	-0.2878
108	2.89787	-0.21947
108.1	3.08023	-0.4833
108.2	2.77895	-0.35979
108.3	2.39248	0.31895
108.4	1.98631	0.02163
108.5	1.82143	0.22891
108.6	1.5441	-0.09903
108.7	1.48006	-0.22932
108.8	0.875365	0.02929
108.9	0.693617	-0.11576
109	0.420826	0.28818
109.1	0.707299	-0.4009
109.2	-0.351163	0.13552
109.3	-0.556902	-0.14143
109.4	-0.970066	0.10962
109.5	-0.486567	-0.43569
109.6	-1.49189	-0.1104
109.7	-1.64619	0.29207
109.8	-1.26383	-0.48532
109.9	-2.268	0.16873
110	-2.47549	-0.09384
110.1	-2.61377	0.23131
110.2	-2.70084	0.27437
110.3	-2.92329	-0.23566
110.4	-3.04413	0.02885
110.5	-3.01751	-0.41
110.6	-3.11195	-0.33853
110.7	-3.17413	-0.39941
110.8	-3.1525	-0.33031
110.9	-3.17826	0.35876
111	-3.01609	0.20044
111.1	-2.94733	0.18038
111.2	-2.78601	0.20303
111.3	-2.83461	-0.43043
111.4	-2.51939	0.26552
111.5	-2.30434	-0.32099
111.6	-2.366	-0.49617
111.7	-1.933	0.29267
111.8	-1.28581	-0.0801
111.9	-1.27504	-0.32725
112	-1.11113	0.31021
112.1	-0.683468	0.25007
112.2	-0.174335	-0.21317
112.3	-0.196084	0.31771
112.4	0.367896	0.20824
112.5	0.487719	0.30677
112.6	1.16604	0.00194
112.7	1.40511	-0.15229
112.8	1.69115	-0.10851
112.9	1.72233	-0.31325
113	2.21328	-0.00954
113.1	1.8239	-0.48879
113.2	2.61454	-0.00323
113.3	2.81528	0.05258
113.4	2.52126	0.49104
113.5	3.02161	-0.14663
113.6	2.85986	0.49692
113.7	3.16143	0.26464
113.8	3.07146	-0.39668
113.9	3.18962	0.27639
114	3.08714	0.16816
114.1	3.03784	0.09521
114.2	2.9608	0.30097
114.3	2.96471	0.40507
114.4	2.82225	-0.30594
114.5	2.57888	0.34211
114.6	2.3001	0.30974
114.7	1.96261	0.15627
114.8	1.67947	-0.0249
114.9	1.58112	0.30723
115	1.22922	-0.13637
115.1	0.977879	-0.1557
115.2	0.61129	0.25741
115.3	0.590815	-0.27368
115.4	-0.117356	-0.03356
115.5	-0.439515	-0.0244
115.6	-0.322515	-0.29831
115.7	-0.194293	-0.4393
115.8	-1.35061	0.07451
115.9	-1.52865	-0.16141
116	-1.65342	-0.25126
116.1	-1.63498	-0.38827
116.2	-2.22758	0.23801
116.3	-2.32584	0.34365
116.4	-2.67159	-0.16368
116.5	-2.60954	0.40349
116.6	-2.82524	-0.34185
116.7	-3.04767	-0.26538
116.8	-3.10336	-0.22999
116.9	-3.18928	0.07784
117	-3.15297	-0.35051
117.1	-3.15204	0.4987
117.2	-3.05679	0.14908
117.3	-2.98544	-0.14183
117.4	-2.98476	0.3292
117.5	-2.69885	-0.14537
117.6	-2.45678	-0.09087
117.7	-2.49925	-0.34091
117.8	-2.12581	-0.24712
117.9	-2.02968	-0.32828
118	-1.93989	-0.42381
118.1	-1.3083	0.11451
118.2	-1.52162	-0.46587
118.3	-1.30296	-0.47967
118.4	-0.940188	-0.46176
118.5	-0.0440254	-0.16274
118.6	0.298295	-0.13211
118.7	0.192149	0.32177
118.8	0.209795	-0.47829
118.9	0.998458	-0.28896
119	0.756374	-0.49167
119.1	1.41841	0.33933
119.2	1.94296	-0.18588
119.3	2.05734	0.3011
119.4	1.91724	-0.45682
119.5	2.5259	-0.26332
119.6	2.81947	0.04397
119.7	2.75029	-0.34993
119.8	3.04288	0.06395
119.9	3.08359	0.32723
120	3.14306	0.16319
120.1	3.09665	-0.43858
120.2	3.13163	-0.3772
120.3	3.18117	-0.33233
120.4	2.96576	0.08518
120.5	2.88878	0.0086
120.6	2.71005	-0.03205
120.7	2.79447	0.40124
120.8	2.65947	-0.32067
120.9	2.43564	0.40764
121	1.98161	-0.14678
121.1	1.8265	0.32918
121.2	1.70251	0.41385
121.3	1.07396	-0.05388
121.4	1.06211	0.37758
121.5	0.405222	0.03337
121.6	0.716652	-0.34699
121.7	0.0508697	-0.21465
121.8	-0.00844635	-0.31988
121.9	-0.823267	-0.05258
122	-1.04196	0.21155
122.1	-1.42316	0.12225
122.2	-1.42226	-0.25865
122.3	-1.91885	0.17023
122.4	-1.55157	-0.42743
122.5	-2.34855	0.20278
122.6	-2.27086	0.38052
122.7	-2.80037	-0.02998
122.8	-2.88655	-0.11278
122.9	-2.87923	-0.34732
123	-3.08129	0.06034
123.1	-3.16006	-0.20957
123.2	-3.14558	0.0982
123.3	-3.17798	0.355
123.4	-3.14111	0.38521
123.5	-3.18218	0.43227
123.6	-3.07272	-0.40193
123.7	-2.79525	-0.05219
123.8	-2.66254	0.14738
123.9	-2.43465	-0.005
124	-2.27407	0.14355
124.1	-2.33084	-0.39128
124.2	-1.69668	-0.10586
124.3	-1.82026	0.29484
124.4	-1.48567	0.27771
124.5	-1.40935	-0.4325
124.6	-0.725938	0.1975
124.7	-0.324362	0.13773
124.8	-0.104043	0.20379
124.9	0.252572	0.18336
125	-0.321849	0.48587
125.1	0.965291	0.13002
125.2	0.999916	0.28356
125.3	1.44467	0.21767
125.4	1.70938	0.21948
125.5	1.68027	0.37305
125.6	2.1883	0.24092
125.7	2.44696	-0.20678
125.8	2.70701	-0.01916
125.9	2.85632	0.17463
126	2.97324	0.0919
126.1	2.77957	-0.44304
126.2	3.00944	-0.31979
126.3	3.16656	-0.21739
126.4	3.15597	0.28471
126.5	3.18161	-0.2356
126.6	3.05187	-0.08408
126.7	3.14787	-0.35674
126.8	2.81613	-0.0229
126.9	2.77894	-0.1512
127	2.46289	0.07919
127.1	2.75243	-0.37364
127.2	2.0473	-0.02714
127.3	2.10758	-0.2455
127.4	2.23958	-0.41403
127.5	1.75067	-0.31313
127.6	1.26767	0.365
127.7	0.770876	-0.12894
127.8	0.532744	0.29576
127.9	0.252849	-0.19546
128	0.130953	-0.28083
128.1	-0.431505	0.27178
128.2	-0.863287	0.17644
128.3	-1.15431	-0.11496
128.4	-0.820926	-0.38788
128.5	-1.32135	-0.33157
128.6	-1.56111	-0.34675
128.7	-2.0917	0.2739
128.8	-2.45638	0.0718
128.9	-2.60585	0.18871
129	-2.78255	-0.1196
129.1	-2.47847	0.49613
129.2	-3.0306	-0.08632
129.3	-2.94335	-0.42115
129.4	-3.14113	-0.00033
129.5	-3.06214	0.47371
129.6	-3.15795	-0.3626
129.7	-3.18505	0.38574
129.8	-3.05567	-0.27854
129.9	-3.08572	0.33857
130	-2.75711	0.11473
130.1	-2.57415	-0.04039
130.2	-2.94273	0.49888
130.3	-2.25584	0.15025
130.4	-2.0428	0.18995
130.5	-1.79043	0.17072
130.6	-1.35247	0.0385
130.7	-1.19509	0.15041
130.8	-1.44597	0.38844
130.9	-1.00103	-0.40828
131	-0.681862	0.33717
131.1	-0.508494	-0.44409
131.2	0.434207	0.11557
131.3	0.314496	-0.37681
131.4	0.690443	0.30915
131.5	0.644113	0.42233
131.6	1.43683	-0.26804
131.7	1.68225	0.28007
131.8	1.81487	0.33605
131.9	2.35568	-0.14596
132	1.97172	0.46869
132.1	2.78985	0.02279
132.2	2.60468	0.3997
132.3	3.03788	-0.0293
132.4	3.08028	-0.02193
132.5	3.16894	0.14913
132.6	3.08019	-0.34551
132.7	3.1835	-0.11326
132.8	3.14243	-0.317
132.9	3.0516	0.02906
133	2.93327	-0.08955
133.1	2.99069	0.37841
133.2	2.70445	-0.15811
133.3	2.82171	0.45496
133.4	2.58926	0.4371
133.5	2.39246	-0.30221
133.6	2.12583	0.41697
133.7	1.48988	-0.04574
133.8	1.33752	-0.16675
133.9	0.875725	0.13079
134	0.582014	0.1656
134.1	1.39741	-0.47291
134.2	0.114021	-0.17061
134.3	-0.258788	0.23418
134.4	-0.713556	0.01787
134.5	-0.966948	0.15921
134.6	-0.923214	-0.27398
134.7	-0.796826	-0.41092
134.8	-1.39397	-0.32416
134.9	-1.57847	0.421
135	-2.25251	-0.13961
135.1	-2.46491	0.1891
135.2	-2.5736	0.23246
135.3	-2.866	0.08862
135.4	-2.90733	-0.20746
135.5	-3.07536	0.12542
135.6	-2.95095	0.38374
135.7	-3.05957	0.40723
135.8	-3.15536	-0.26707
135.9	-3.16787	-0.47048
136	-3.06645	-0.16488
136.1	-3.05235	0.18841
136.2	-3.04369	0.35806
136.3	-3.08623	0.44593
136.4	-2.88833	0.39598
136.5	-2.69353	-0.41113
136.6	-2.52548	0.36432
136.7	-1.86598	-0.14177
136.8	-1.68246	0.16201
136.9	-1.9807	-0.47251
137	-1.08018	0.13838
137.1	-0.742103	-0.1682
137.2	-0.405126	-0.15315
137.3	-1.06128	0.45356
137.4	0.218306	0.10208
137.5	0.600701	-0.04297
137.6	0.681896	0.21137
137.7	1.09885	0.15345
137.8	1.48623	-0.00614
137.9	1.14323	0.38891
138	1.76523	0.26301
138.1	2.16461	0.18516
138.2	2.45202	0.00826
138.3	2.13494	-0.42449
138.4	2.71199	-0.17635
138.5	2.41308	0.49925
138.6	2.98125	-0.15658
138.7	3.05993	-0.2441
138.8	3.09435	0.33399
138.9	3.18897	-0.11311
139	3.14467	0.22264
139.1	3.14135	-0.14478
139.2	3.11578	-0.32207
139.3	2.90579	0.06327
139.4	2.7355	-0.02602
139.5	2.8083	-0.25259
139.6	2.68763	-0.30175
139.7	2.26605	-0.1236
139.8	2.23722	-0.26545
139.9	1.64895	0.04801
140	1.61294	0.31885
140.1	1.36818	0.32423
140.2	0.754586	0.06371
140.3	0.840961	0.35078
140.4	1.26086	-0.4545
140.5	0.283107	0.3713
140.6	-0.43847	0.15454
140.7	0.369328	-0.46259
140.8	-0.720964	0.33778
140.9	-0.875259	0.3916
141	-0.655989	-0.45515
141.1	-1.33416	-0.36628
141.2	-2.13028	0.11113
141.3	-2.40496	-0.0154
141.4	-2.3814	0.27181
141.5	-2.44807	-0.34571
141.6	-2.3339	-0.46546
141.7	-2.79498	-0.36192
141.8	-3.07634	-0.07127
141.9	-3.16261	0.08591
142	-3.1429	0.14027
142.1	-3.18791	-0.18202
142.2	-3.12643	-0.21652
142.3	-3.15592	0.29706
142.4	-3.07816	0.32846
142.5	-3.09091	0.38374
142.6	-2.86023	-0.35669
142.7	-2.55575	-0.21438
142.8	-2.4198	-0.29044
142.9	-2.78139	0.47948
143	-1.86511	-0.22765
143.1	-2.22084	0.41115
143.2	-1.77317	-0.42377
143.3	-0.967865	0.10227
143.4	-1.1175	-0.3893
143.5	-0.261033	-0.02921
143.6	-0.155831	0.19116
143.7	-0.762923	0.46728
143.8	0.537305	0.1622
143.9	0.997007	-0.02171
144	1.282	-0.00266
144.1	1.29456	0.2529
144.2	1.82859	-0.00744
144.3	2.03824	0.13443
144.4	2.14984	-0.21028
144.5	2.33225	-0.25108
144.6	2.54097	-0.22026
144.7	2.4574	-0.39259
144.8	2.55215	-0.41792
144.9	3.06941	-0.09974
145	3.08803	-0.14255
145.1	2.99079	0.48364
145.2	3.15258	0.16486
145.3	3.15781	0.11777
145.4	3.08963	0.23016
145.5	2.99781	0.10119
145.6	2.83037	0.03579
145.7	2.87198	0.31656
145.8	2.52367	0.15117
145.9	2.5785	0.34615
146	2.66753	-0.39403
146.1	1.85196	0.00414
146.2	2.14421	-0.34246
146.3	1.99501	0.47661
146.4	0.978641	0.08839
146.5	0.77996	-0.09462
146.6	0.509238	-0.13043
146.7	0.0890061	-0.04402
146.8	-0.264603	0.06958
146.9	-0.576647	0.07503
147	0.0245532	0.49125
147.1	-0.612717	0.39781
147.2	-1.22641	-0.20861
147.3	-1.74187	0.0819
147.4	-1.87564	0.19569
147.5	-2.24937	0.01318
147.6	-2.39261	-0.11218
147.7	-2.62867	-0.09316
147.8	-2.40321	0.3887
147.9	-2.94729	-0.0629
148	-3.02134	-0.04518
148.1	-2.96987	-0.3588
148.2	-3.05449	0.30957
148.3	-3.18943	0.01397
148.4	-3.15518	-0.35318
148.5	-3.19112	-0.41871
148.6	-3.13727	-0.38316
148.7	-3.18065	0.49741
148.8	-2.82152	0.1632
148.9	-3.04357	-0.48123
149	-2.72947	-0.38776
149.1	-2.84537	0.45104
149.2	-1.91512	-0.04885
149.3	-1.98899	0.24666
149.4	-1.39731	-0.10053
149.5	-1.10629	-0.03983
149.6	-1.42357	0.34439
149.7	-0.501161	-0.07811
149.8	-0.186022	-0.09061
149.9	-0.680403	-0.44621
150	-0.337112	0.38297
150.1	-0.252785	0.43763
150.2	-0.046206	0.46437
150.3	0.332406	-0.49666
150.4	1.6386	0.00644
150.5	1.55453	-0.306
150.6	1.4844	0.40585
150.7	2.27763	-0.17581
150.8	2.04414	0.40338
150.9	2.6112	0.25517
151	2.86842	0.08441
151.1	2.83745	0.33596
151.2	2.95253	0.33021
151.3	2.89335	0.47424
151.4	3.13222	-0.1866
151.5	3.12409	0.46254
151.6	3.15998	0.36774
151.7	3.16428	-0.28559
151.8	3.13863	-0.41826
151.9	2.82699	0.04771
152	2.94079	-0.32884
152.1	2.71694	0.34292
152.2	2.72991	-0.36151
152.3	2.2802	0.31939
152.4	1.99744	0.30845
152.5	2.02334	0.41431
152.6	1.20451	0.11401
152.7	1.04654	0.2255
152.8	0.74441	0.2336
152.9	0.921754	-0.31523
153	1.37386	-0.49619
153.1	-0.318717	0.12691
153.2	-0.545625	0.19633
153.3	-0.60604	-0.24177
153.4	-1.25981	0.00771
153.5	-0.732982	0.46144
153.6	-1.08932	0.44087
153.7	-2.00672	-0.12171
153.8	-2.16936	0.19612
153.9	-2.09185	-0.33873
154	-2.6005	0.16418
154.1	-2.18043	-0.46551
154.2	-2.44395	0.46305
154.3	-2.85596	0.35574
154.4	-3.01245	0.28404
154.5	-3.18269	0.0344
154.6	-3.13835	0.25021
154.7	-3.1411	0.42646
154.8	-3.0886	0.1523
154.9	-3.02714	0.0944
155	-2.99512	0.26287
155.1	-2.92109	-0.31595
155.2	-2.56828	-0.16106
155.3	-2.34806	-0.04968
155.4	-2.09591	0.00431
155.5	-2.70752	0.46689
155.6	-2.23265	-0.44056
155.7	-1.3624	0.06557
155.8	-1.41249	-0.33082
155.9	-1.62209	0.40971
156	-1.07118	0.34444
156.1	-0.128829	0.0699
156.2	0.212753	-0.08951
156.3	-0.0907415	-0.38309
156.4	0.825191	-0.0936
156.5	0.235339	0.41517
156.6	0.381545	0.45396
156.7	0.785358	0.43844
156.8	1.43676	0.35118
156.9	1.71272	0.35882
157	2.04754	0.3304
157.1	2.55837	0.17917
157.2	2.23228	-0.41874
157.3	2.86169	0.21866
157.4	2.93197	-0.19755
157.5	2.78212	-0.42482
157.6	3.1357	-0.01816
157.7	3.15181	0.35249
157.8	3.01397	-0.47026
157.9	3.12401	0.09426
158	3.14306	-0.41998
158.1	3.0641	0.3251
158.2	2.74983	0.05812
158.3	2.76534	-0.18693
158.4	2.63966	0.33585
158.5	2.78804	-0.38794
158.6	1.93214	0.0772
158.7	2.32348	0.45134
158.8	1.39642	0.06476
158.9	1.27832	0.23136
159	1.57737	-0.35559
159.1	0.933851	0.34144
159.2	0.387653	-0.15505
159.3	-0.0543103	-0.07679
159.4	1.01292	-0.49098
159.5	-0.543322	0.24251
159.6	-0.767946	-0.20805
159.7	-0.847282	-0.29204
159.8	-1.31313	0.28839
159.9	-1.78353	0.1873
160	-1.34566	0.45713
160.1	-1.96947	-0.30966
160.2	-2.54368	0.00038
160.3	-2.27783	-0.3756
160.4	-2.84539	-0.09675
160.5	-2.91302	-0.23569
160.6	-2.56465	-0.48748
160.7	-2.90046	-0.4307
160.8	-2.88518	-0.49421
160.9	-3.13381	-0.41038
161	-3.10938	-0.47999
161.1	-3.09481	0.10658
161.2	-2.96381	-0.14479
161.3	-2.89069	-0.17301
161.4	-2.66537	-0.10439
161.5	-2.52373	0.06071
161.6	-2.36294	-0.20523
161.7	-2.06797	0.03146
161.8	-2.02938	-0.28164
161.9	-2.20763	-0.43572
162	-1.60235	0.25654
162.1	-1.1779	0.19094
162.2	-0.618733	-0.0152
162.3	-0.684094	-0.29628
162.4	-0.361846	-0.29415
162.5	-0.148549	0.27719
162.6	0.466143	0.16366
162.7	0.4743	-0.32315
162.8	0.535461	0.35889
162.9	0.673877	-0.43573
163	1.43427	0.27571
163.1	1.90487	0.19358
163.2	2.26225	-0.03016
163.3	2.20605	-0.28367
163.4	2.55865	-0.16953
163.5	2.84111	0.06734
163.6	2.57025	0.40537
163.7	3.04971	-0.10512
163.8	3.01448	0.31475
163.9	2.91501	-0.43557
164	3.14916	-0.09852
164.1	3.18511	-0.25018
164.2	3.14133	-0.37861
164.3	3.01055	0.04777
164.4	3.03977	-0.28193
164.5	2.74367	0.00938
164.6	2.53662	0.09161
164.7	2.4942	-0.14954
164.8	2.62735	-0.34298
164.9	2.00324	-0.11797
165	1.61966	0.12092
165.1	1.39048	0.15512
165.2	2.03886	-0.42265
165.3	2.12221	-0.4964
165.4	0.592944	0.23155
165.5	1.24489	-0.42266
165.6	0.163359	-0.22695
165.7	0.17332	0.40658
165.8	-0.664297	-0.14863
165.9	-0.804469	0.29115
166	-0.216238	-0.45082
166.1	-1.67325	0.11191
166.2	-1.45331	-0.31178
166.3	-2.0939	-0.15742
166.4	-1.49033	0.49654
166.5	-1.79338	0.48811
166.6	-2.74339	-0.08425
166.7	-2.87132	-0.16709
166.8	-2.58575	-0.42406
166.9	-2.66657	-0.46899
167	-3.10646	0.17617
167.1	-3.13329	-0.34338
167.2	-3.15107	-0.17903
167.3	-3.13024	-0.0757
167.4	-3.1396	0.35445
167.5	-2.94901	-0.09356
167.6	-3.13554	-0.48404
167.7	-3.07788	-0.46625
167.8	-2.64796	0.24536
167.9	-2.68405	-0.39631
168	-1.9584	-0.01443
168.1	-1.72408	-0.04111
168.2	-1.512	-0.16468
168.3	-2.19572	0.44824
168.4	-1.61809	0.36748
168.5	-0.730285	-0.21554
168.6	-0.223721	0.00446
168.7	-0.0498145	0.14023
168.8	-0.0927787	0.2841
168.9	0.453738	-0.24321
169	0.952267	0.10498
169.1	1.29959	0.06573
169.2	1.25443	0.25835
169.3	1.7067	-0.19715
169.4	2.0685	0.09762
169.5	1.99978	0.29955
169.6	1.99885	-0.37489
169.7	2.72198	-0.04971
169.8	2.84507	-0.0371
169.9	2.64825	-0.36685
170	2.83591	0.376
170.1	2.88978	0.43582
170.2	3.11976	-0.20558
170.3	2.96937	-0.47613
170.4	3.10993	0.02232
170.5	3.16717	-0.26624
170.6	2.95781	-0.04471
170.7	3.03443	0.33724
170.8	2.87805	-0.24851
170.9	3.10047	-0.46398
171	2.31446	0.15559
171.1	2.11005	0.15035
171.2	2.35105	-0.32363
171.3	1.61731	-0.07802
171.4	1.77739	-0.28833
171.5	2.23941	-0.47641
171.6	1.39881	-0.3378
171.7	0.337081	0.06402
171.8	0.265402	-0.17465
171.9	-0.0259976	0.26262
172	-0.280909	-0.21177
172.1	-0.866004	0.13604
172.2	-0.565959	-0.31885
172.3	-1.42091	-0.11192
172.4	-1.7359	0.10074
172.5	-1.20964	0.4457
172.6	-1.49088	-0.39504
172.7	-1.89519	0.40151
172.8	-2.28223	0.33537
172.9	-2.56784	-0.29527
173	-2.82847	0.21119
173.1	-2.5689	-0.44676
173.2	-3.06552	0.16783
173.3	-3.16513	0.13809
173.4	-2.9388	0.46633
173.5	-3.13154	-0.43575
173.6	-3.14387	0.36881
173.7	-3.1555	-0.33816
173.8	-2.92592	-0.18282
173.9	-3.06552	-0.3971
174	-2.80982	0.27372
174.1	-2.50845	0.15892
174.2	-2.13202	-0.04337
174.3	-2.02872	-0.19207
174.4	-1.63072	0.00033
174.5	-1.94972	-0.37944
174.6	-1.09923	-0.11787
174.7	-0.769837	-0.00621
174.8	-1.3052	0.37333
174.9	-0.152922	0.03013
175	0.173796	-0.05957
175.1	0.428029	0.09482
175.2	0.756723	0.07992
175.3	0.186071	-0.43101
175.4	1.04053	-0.27329
175.5	1.15334	-0.33489
175.6	1.16908	-0.40601
175.7	2.09397	0.15488
175.8	2.28769	0.17062
175.9	2.24148	-0.31052
176	2.70928	0.13771
176.1	2.84265	-0.16064
176.2	2.95085	0.19342
176.3	2.8029	0.41696
176.4	2.91945	0.41995
176.5	3.16257	-0.21655
176.6	3.13204	-0.29336
176.7	3.18826	0.32776
176.8	3.04834	-0.10498
176.9	3.18848	0.47834
177	2.92407	0.28535
177.1	2.76611	-0.15795
177.2	2.99091	0.48988
177.3	2.32607	-0.10409
177.4	2.64908	0.46528
177.5	2.72968	-0.45865
177.6	2.18503	0.4471
177.7	1.27291	-0.09216
177.8	0.929855	0.15795
177.9	0.571243	0.08135
178	0.772307	0.3521
178.1	-0.0328193	-0.04504
178.2	0.423219	0.42034
178.3	0.270075	0.45364
178.4	-0.396284	0.36582
178.5	-1.28995	-0.02884
178.6	-1.56405	0.06475
178.7	-1.85352	0.04158
178.8	-2.06006	-0.06302
178.9	-1.93329	-0.2909
179	-2.48243	-0.08944
179.1	-2.39578	0.31566
179.2	-2.83982	0.02029
179.3	-2.9917	-0.05385
179.4	-2.43494	-0.48799
179.5	-2.97525	0.33965
179.6	-2.99018	0.37848
179.7	-3.17492	-0.30021
179.8	-3.13601	0.16721
179.9	-3.14001	-0.22544
180	-3.15059	-0.4007
180.1	-3.03575	0.26084
180.2	-2.80047	0.18274
180.3	-3.00889	0.39713
180.4	-2.38225	0.12332
180.5	-2.12074	-0.10951
180.6	-2.31548	0.31103
180.7	-1.874	0.22024
180.8	-1.49245	-0.23607
180.9	-1.00387	-0.07812
181	-1.16815	0.27371
181.1	-0.517116	0.13768
181.2	-0.401278	-0.27263
181.3	0.23861	-0.09098
181.4	-0.248255	0.35849
181.5	-0.230839	0.42039
181.6	-0.321658	0.49397
181.7	1.42438	-0.11449
181.8	1.22468	-0.32779
181.9	1.63048	0.28046
182	0.998982	0.49229
182.1	2.43047	-0.09089
182.2	2.32431	-0.28429
182.3	2.1684	-0.42349
182.4	2.36491	-0.41977
182.5	2.3981	-0.47645
182.6	3.03205	-0.19728
182.7	3.12628	0.27741
182.8	3.11061	-0.27635
182.9	3.18829	0.25074
183	3.15964	0.34872
183.1	3.11359	0.26988
183.2	3.07347	0.35329
183.3	3.1385	0.46401
183.4	2.64676	0.20019
183.5	2.63906	0.30261
183.6	2.2396	0.19281
183.7	2.62083	0.45538
183.8	2.43649	0.46687
183.9	1.38976	0.07235
184	1.0766	0.04946
184.1	0.956324	0.21465
184.2	0.472967	0.07262
184.3	0.158835	0.03749
184.4	0.662785	0.41734
184.5	0.129921	-0.28368
184.6	0.170401	0.44307
184.7	-0.976845	0.17067
184.8	0.263967	-0.49827
184.9	-1.49962	0.20022
185	-1.9028	-0.02026
185.1	-1.11574	-0.43276
185.2	-1.26161	-0.46162
185.3	-2.51161	-0.14379
185.4	-2.31313	0.35631
185.5	-2.71094	0.26695
185.6	-2.49205	-0.42168
185.7	-3.10032	0.07376
185.8	-3.1302	-0.05219
185.9	-2.9583	-0.44289
186	-3.14791	0.14168
186.1	-3.17566	-0.23341
186.2	-3.04275	-0.11033
186.3	-3.07903	0.23425
186.4	-2.79762	0.01955
186.5	-2.83386	-0.26177
186.6	-2.64687	-0.26449
186.7	-2.77735	-0.403
186.8	-2.26067	-0.27095
186.9	-1.76923	-0.01432
187	-2.485	0.445
187.1	-2.03424	0.37414
187.2	-1.27622	0.23576
187.3	-0.708063	0.11459
187.4	-0.488673	0.16819
187.5	-0.0398438	0.09463
187.6	-0.28848	0.30779
187.7	-0.913673	0.49111
187.8	0.548071	0.25593
187.9	1.26834	-0.04821
188	1.31319	-0.21739
188.1	1.21585	-0.35001
188.2	1.65368	-0.29443
188.3	2.16035	0.19344
188.4	2.4972	0.02289
188.5	2.63213	0.16103
188.6	2.61939	0.28058
188.7	2.93422	-0.13248
188.8	2.3904	-0.47905
188.9	2.94874	-0.32749
189	3.12932	0.23485
189.1	3.18443	0.02905
189.2	3.07693	-0.40622
